Tweets,isLiterary
"@julieXbts neither tastes nor standards matter in front of me, you become to want me and only me, because it's you who made me 
 
– filter",False
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year DaRealSmolToon 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/GRcVvhHizH https://t.co/FWXpKGAx3J",False
"@BobalosRex @Aaron53487329 @EveBlackwood69 @The_Statesmen1 @Wowhead this is the kind of nonsense you get with ""government intervention"". you get blizzard giving lip-service to people like you who seem to think it's acceptable progress when really all they're doing is making laughable changes to things literally no one took offense to",False
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year pyro_demons 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/w77Kd79K6N https://t.co/tI5IH7G3mK",False
"When a mate mistreats, he is exposing his lack of Self worth. You take this personally and think it is you who lacks worth. And that is how the cycle perpetuates itself. Instead, approach the matter with a sound Mind and a willingness to solve the problem. Now enjoy your miracle!",False
"@jeffdekal @JSwayArt doesn't help this presumption; you seem to be ignoring people who respectfully point out why they don't like your choice, making it look like you're being purposefully obtuse.
True, you made one choice in a series of millions that make you who you are, but each choice says",False
"@chrischirp @davidmichaelbr I think we can do better: each kid in an airtight container... The ""bordeline criminals"" are scientists like you who are still pushing for eradication of the virus... you lost, that'a all. There is a vaccine to protect vulnerable  people,  give kids and young people a break...",False
@Munyayiwashe @hwendec Empty is you who thinks hashtags on twitter aren't important. Do with twitter what is important and leave him to do what he sees important. Geri-t?,False
@Harkris31442509 I don’t even know who you’re talking about. I don’t watch desi tiktok and/or i am not familiar w anyone you’re talking about. maybe it’s you who needs to work on your communication skills. i saw what you wrote and called you out for it. it’s not called being ‘illiterate’,False
@Moo4free was it you who said we needed some Spike Milligan? https://t.co/7FfBswuP5g,False
@rhu777 @BBCchrismclaug Boof….. says you who is all over this. Nice move Mensa. 😵‍💫,False
"@EthTechUSA @aalekaa @alanalevinson Just have to leave how much it’s struck me, you who seem to care about how fellow women treat eachother call my explaining my stance “nastiness”. Also next time you might want to hashtag it right #internalizedmisogyny but go off I guess while you practice it yourself.",False
"You who believe! Eat of the good things We have provided for you and give thanks to Allah if you worship Him alone. (Qur'an, 2:172)",False
@tacosransi you do realize you’re responding to 1 person right? but i thought the situation was quite funny. the outcome? even more hilarious. i think it’s you who lack a sense of humor,False
"@RetiredBarca @BayernLM10 It's you who's making a fool of yourself. Those stats are for the calendar year 2016, not for the 15/16 season.

Learn to read first before jumping the fake stats wagon",False
"@DonGeronimoShow @BIG100Radio @Acosta @CNN @iHeartRadio Can’t wait, Don! You set the standard for me in terms of what good radio was. And it’s been severely lacking in Washington for a long time. So it’s fitting that it’s you who’s back to bring good radio back to the market!",False
"Can't stand morons like you who can't get to the damned point! Basically you're saying, 'we wanna cause trouble, be our pal!' What a joke! I've always admired All Might's triumphs. No matter what any of you jerks say... Nothing's ever gonna change that! (Katsuki Bakugo)",False
"Come to me, all you who are weary and burdened, and I will give you rest
Take my yoke upon you and learn from me for I am gentle and humble in heart, and you you find rest for your soul.For my yoke is easy and my burden is light.Mathew11:28-30 #RaptureIsNear",False
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year ting_tingball 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/uluvmFjlXb https://t.co/41F9jBig3a",False
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year dayeongatita 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/x5esOnwBvD https://t.co/e9YA0J8RfA",False
"@PatatasSmall @GoodTexture @Tr0llyTr0llFace No, I have heard dozens like you who claim crypto folks say it, but never actually heard it",False
"Interesting watching all the trolls come out to  argue on my very innocuous tweet. Tells you who they are. Behind sweet persona lies controlled op.
https://t.co/lBTyJ5RyCg",False
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year Taesweeties_ 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/t9Pe1xbqgc https://t.co/IFiC74hOEP",False
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year taefltrz 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/DWntm6BtbX https://t.co/biBs3xxNdR",False
"When someone tells you who they are, listen. 
The CPC locked its MPs and candidates out of its central voter database, an attempt by O’Toole to protect his leadership and deny them access. 
What a major fuckwad. #CPC #Canada https://t.co/wRD6H3ctzP",False
"@luvyouneighbor @johnpavlovitz And thanks for completely avoiding the point: the belief 'homosexuality is sin' is evil, it produces murder.  And people like you who teach that belief, are false teachers.",False
"@SenSanders Whoa. Let’s start with the insurance companies before we go after pharma. Actually, let’s start with politicians like you who can’t or won’t reform our shitty system.",False
"@laurenboebert Congresswoman Omar came here as a child, not her choice, but she is an American citizen and actually does her job, unlike you, who thinks hate tweeting and photo ops are what WE pay you to do 24/7.",False
"✨ Stolen Kiss

miaxhd would kiss you around the corner... 😏
And you, who would do it?

➡️ https://t.co/DbyHVlTAsy https://t.co/Fi7b53yQMI",False
@big_business_ He added this part just for mfs like you who obviously fell for the bells and whistles https://t.co/abaHKWG1IT,False
"I want to approach life in a different way,i want to love and value myself more✨Take each day at a time and focus on my dreams and aspirations 🌸because this life it’s only you who has the control over it🪐🪐",False
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year 17_rain_17 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/bYcsfougx9 https://t.co/lP38rX3oP8",False
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year fulan0delbutano 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/beQ0QbX8MS https://t.co/WKnwG4Cmpf",False
@IanLucas0408 @AdamMacVicar @GlobalCalgary @kenney People like you who are blindly complying with everything are prolonging this insanity.,False
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year DiegoMonty_ 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/FsvyPnus7s https://t.co/40JK3hVUn4",False
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year 2cool4hsk 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/K6uoylRLo5 https://t.co/3JmLRfrheg",False
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year taefilx 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/acwSyA7ctn https://t.co/8mr9gObP4X",False
"@vibes4gregjosef @TheHillrat @SeanMaertens @WolvesGotNext @DaneMooreNBA Then you simply don’t have to believe it. However, them telling you who told them what they just recounted does you no good, nor does it make you any difference.",False
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year fulan0delbutano 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/beQ0QbX8MS https://t.co/W3ayfMv3zE",False
"@elenasdecker @xallconnectedx Melissa is a kind person, we can all agree on that right? So do you think she would be more approving of @xallconnectedx who was only trying to be sympathetic and wish her well or you who tried to tear down a fellow Mel fan? I think you can make a logical guess. I don’t (1/2)",False
But it’s you who I want https://t.co/PgYidvSOO5,False
@UnafraidT @mama_sweetums @1LogicalMan you who think the election was stolen..,False
@WorldInAGirl1 @PETEPETEPETERR @michaelfowler08 @mrpford @theage You don’t get that you are being groomed by white supremacist groups.  I kinda know what tradies are about. My dad is a builder. A real tradie would understand the significance of the West Gate and never dance on it. It’s you who needs to wake up,False
"@K_Birkwood Thanks!!
I swear it’s people like you that make the world a better place everyday. It’s people like you who keep the world from falling apart, so a lot of respect to you :)",False
@defjam i just TOLD you who i thought i am. a GOD.,False
"How book identifies fans: It should be easy enough and unique enough that a hashtag or search term on social media, Google alerts and blog dragging  shows you who the fans are.

#AskPublisher #WriteTip #BookMarketing &gt;&gt;",False
"Update: Still not done but wow, what a vile response. One thing is pretty clear: Those in sin whose hearts are hardened will definitely try to bully you who call them out by twisting Scripture and using theology as a weapon to fit their evil. https://t.co/MkFEnXZiso",False
"The thing is, people like you who veil insults with well written grammer and see no wrong with our owners, and the d*umb FSG outers that see no positivity are two different sides of the same coin. https://t.co/mT9DhFzGnb",False
"so annoying! dancing with you who gave me a 'hello' making me spinning, spinning",False
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year FISVCH 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/AIjmPxXZZS https://t.co/ay2NYWGJkS",False
"O great malignant, reveal thyself.

Cease illusion from your cocoon of deceit,
Show your unsightly face of torturous mind maggots.
Show your lethal visage of self made projections.
Show me the you who is not veiled.

Reveal to me what i am.",False
"Its only YOU who can embrace your pain😭
No one Can ever feel a millionth part of it.💔
.
.
.
#quoteoftheday",False
"@SteveDaines @JoeBiden I don't see ANY weakness. He is facing an uphill battle with trumplicans like you who spend their time undermining him rather than working WITH him to heal this country from 4 years of disaster from the last President.  Quit bashing him, get off Twitter and work WITH him!",False
"@BluesRagdoll @FrankFigliuzzi1 I grow my own herbs and shop local growers for veggies but have been in food service for years. Buying Organic is too costly for a restaurant to use. GM or VLP Veggies are not going to be consumed by the masses because of cost effectiveness. Besides me &amp; you, who else cooks?",False
@strangebrewllc @GovAndyBeshear LITERALLY NO ONE HAS EVER SAID YOU CAN’T DIE IF YOURE VACCINATED. You’re just less likely to. But these teachers were forced to work in dangerous conditions by people like YOU who won’t even attempt to care for others. It’s shameful.,False
"10.  There will always be some jerk in your way.
Don’t let them take your light away.

It’s you who have final say not them.",False
"@CovKid75 @LeytonTim @russellcrowe In the U.K., the unvaccinated, like every one else, have ALREADY PAID FOR THEIR TREATMENT, so if they need it, they DESERVE TO HAVE IT.  The problem here is people like you who promote division.",False
"@WrittenByHanna You….you are from the south! My southern sister, who did this to you? Who taught you to hate the lemonade that quenched the thirst of our ancestors? Who taught you this hate?!!!!!",False
When @SenatorCollins shows you who she is believe it. She will not protect women’s reproductive rights. https://t.co/FoferVgRAS,False
"Unlike you who's got a carefree life, I'm desperately trying to live up to that damn old man's expectations everyday!",False
@normsworld I don't believe victims because they are victims. I believe the evidence. People like you who just blindly believe the victim are the problem. Maybe you don't deserve to serve as an MP.,False
"@SinonSupremacy What the hell are you talking about, honey? I didn't say a single swear word, unlike you, who found insults in the smiley 🤡. You don't want to waste your time on me, but you devoted two posts to me👏🏻 Do you have bipolar disorder too?🤔",False
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year YUTOYOTU 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/tTwgkr2Qyj https://t.co/gpDUB8XloG",False
"@FloofiFuzzi @oinionboi1 @KhanWolf7 Well idc! It’s you who wants to prove it! You figure it out, bottom",False
@peacockTV @ddlovato Are there people around you who don’t believe in aliens and things like that ?,False
"@uhaveagr8day @DawnMar45506877 @Outofbeltway @The_Vickster2 They did a podcast at work about people like you, who double down on their beliefs despite the science &amp; proof. You guys all die without getting the vaccine. You’re that committed to not having to admit you were wrong. Pride is a sin, too, ya know.",False
@definitivegazer @LeJardinier2112 @Jimmieintherain @STVNews Seems to me it's you who's keen to make others look worse.,False
"@n3ro @LPTexas Imagining thinking the govt telling you who can and can't enter your property is ""private property ownership""",False
"You who suffer because you love, love still more. To die of love, is to live by it.",False
"@kenyadad12 Thats the thing, she hasn't. If someone tells you who they are believe them.",False
@tingedfringe Would seem that to you who hasn’t the first idea of what it takes to have a chance of winning an election,False
okayy who you who you rollin wit ? 😂 https://t.co/buNd3GDfn2,False
@Jack4NJ Somerset county the third wealthiest county in New Jersey the 8th wealthiest county in the United States where a person's from generally tells you who they will govern for,False
/!!?\  Kah! Rendering You Multiple Equlibriums QAH Induce €$€$ =0= Rise Oh heavens .. Rise Oh ye with the guilted name of PAH ..RISE and give guidance in the form of RAH ..Rise and yield you son of heavnes .. you who was born with out ..you who never belonged .. 13,False
"@joe_cressy The charges against the person were dropped by the crown 2 years ago. The complainant did not make a case whatsoever, not a word.

So now you are condemning an innocent person. 

Apparently it is YOU who cannot be trusted.
#Elxn44",False
"@LepapillonBlu You protect you, who cares what others think!!!",False
@jimmydaniels94 He is abysmal. I honestly don’t know any fan other than you who rates him,False
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year woszy 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/izlBBLa40I https://t.co/xd0l5s7xGx",False
"✨ Stolen Kiss

SLVTTAN would kiss you around the corner... 😏
And you, who would do it?

➡️ https://t.co/llDPeQ5vSy https://t.co/RBEacsumid",False
@JesseKellyDC The America i heard about in school was one that was INDIVISIBLE with LIBERTY and JUSTICE for all.  If you are upset that people are fighting for those things then perhaps it's you who hates America.,False
"Apparently a former governor of Illinois is a coworker of mine that comes in every Tuesday and Thursday.

Without telling you who it is directly, let me just say that he has the best prison stories 😂😅",False
"@redhead_ordead I made this account to flirt uncontrollably… but then I met people like you who brought out the real me. Weird how that works, huh? @radiobigcat",False
@drobwlldiad @Eve5810 When a fascist tells shows you who they are you should believe them.,False
"The Lord is speaking boldly and warning of the accountability that will pour out over the church, and it will be harsh.

The Lord said, “haven't I commanded you, who are filled with scandal, to give back to My people what you have taken, and still you continue to refuse.”",False
“Who are the mean girls” that time it’s you who they subbing 😭😭hate this place,False
"@s_kashaf Aww it’s you who is amazing! Miss you loads, can’t wait to see you soon ❤️",False
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year jeonginhyunIN 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/Bmihgg386s https://t.co/p9ZZ49Yq3p",False
"@DaudaSuallah1 Look within yourself because God is ALWAYS with you, so it's likely you who has created the distance from God.",False
[redacted] just lied about dropping one of the best bodies of work this year now the tweet is not loading lol no donʼt let them get to you who cares if itʼs a lie as long as itʼs the truth for the ppl who matter right?,False
"For you who was born on #september23.
Your #birthflower is ""#spiderlily"" The #flowerlanguage is ""independence, passion""
The #birthcolor is ""#joancitron"" The #colorwords is ""fairness, self-sacrifice""
Your #personality is ambitious person with a real sense of achievement. https://t.co/gcs0oYar9c",False
"The current generation is being slow to obey the LORD thinking that  Rapture is a joke.

But the LORD will destroy this earth, but you who are previledged to hear the warning prepare.
Built your ark of righteousness now and be ready for the rapture
#RaptureIsNear",False
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year Taesweeties_ 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/t9Pe1xbqgc https://t.co/KWLXDWaaUl",False
@abaatess I love you who do I need to fight (ง'̀-'́)ง,False
"@PowerUSAID @UN Where does ur AIDS going? #TPLFTerroristGroup is consuming the food you are sending them. How about the rest of Ethiopia eating. Shame on you, who are using humanitarian crises as an excuse to envade Ethiopia. Take a lesson from Libya and Afganistan!!",False
@Gopgirl719 Same but it’s people like you who I love ❤️,False
"OK. If you want me to knock some sense into you, who am I to say no?",False
"ای تو دوا و چاره‌ام نور دل صدپاره‌ام
اندر دل بیچاره‌ام چون غیر تو شد لا بیا

“O You who are my cure &amp; remedy,
The light of my broken heart,

In my heart, everything besides you is naught; come!”

~Mawlana Rūmī, in yearning for the Beloved Rasūl

(sallallāhu ‘alyhi wa sallam) https://t.co/u77lI9uHed",False
@greyfang10 He showing you who the real main change 😂😂😂,False
"@PenFarthing  True Hero then &amp; now  Enough is enough Ben Wallace it is you who is the villain, it is you who kept banging on about pets despite being corrected time and time again. I gave my money freely knowing exactly what it would go towards do not insult me and everyone else https://t.co/TmvmVV51od",False
"You can't force people to change. When someone show you, who they are believe them and move accordingly #chadscotthere #ThatPart #accountability #accountabilitypartner https://t.co/AtpPHWB6Ij",False
"@Morrascool_yt Tbh, it's the folks like you who feel the act of being vaccinated (an act that has gone on since 1796) is now magically bad for us that are ruining things. Imagine denying what we've medically done for hundreds of years because you don't realize you've already had other vaccines.",False
@fearlesslykels aw thank you 🥺 it’s an emotional but rewarding path to go down. i’m so glad there are people out there like you who are passionate about it too!!,False
@sugarrosies @allkpop Just like you who read and waste your time commenting,False
"@benjaminpacini @th3m1lesm0rales @AlejandroDeGr8 Then don't criticize or condemn the lions around you, who are also working hard to protect you, who are willing to get in the mud and grime and filth of combat to keep the lambs safer.",False
"@fordnation You already dropped the ball several times throughout the Pandemic and you, who does not live in a glass house, should be the one held accountable for the deaths you caused… We will be watching you!",False
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year lvtodrew 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/bx53yQjsNh https://t.co/y7ChdJTf9g",False
"if you hate what i like it’s not me who has to change,it’s you who should stay away from me and keep your opinions for yourself 
thank you for understanding and get out of my sight",False
"@SmuglyPercy ""Which, I'm guessing will also be a clue to you who I am.""",False
"@Phoenix_Timber @WhatPolitics @tradatheist @CTVNews Says you who knows nothing about treatment of low O2! Like you said you are not a Doctor! Your medical knowledge is severely lacking. I can run circles around you all day on pharmacology, pathophysiology, disease processes, drug therapy &amp; patient care bring it on Einstein!",False
"@Max_Pete @stefanpalios @mattlady @discolearn Yes totally agree. Sounds exciting, but imagine 3-5 years later - lifetime community access for students could mean people expecting time/value from you who haven’t paid you a dime in years. Fundamentally unsustainable IMO.",False
"@jenhab How is this news???
""When a person shows you who they are, believe them....the 1st time.""
We know exactly who @SenSusanCollins is. 
And who she is not.

Vote accordingly.",False
"It is you who light my lamp; the Lord, my God, lights up my darkness.
Bible - Psalm 18:28",False
@SatNSeltzersPod If a movie was to be made about you who would you pick to play each of you?,False
"Just seeing all of this now &amp; honestly the tears I've got hearing him trying to hold himself together with his speech. 
WE DO LOVE YOU &amp; BELIEVE YOU,always. 
Thank you who ever said that?
""I believe me too"" what a perfect response. https://t.co/sYs6HTsipO",False
"“When someone shows you who they are, believe them the first time” (Attributed to Maya Angelou). #Brett #Collins #Kavanaugh #Law #Maine #Roe #Settled #Susan #Wade     https://t.co/YEF0hiOfnx",False
"@readingtherunes Oh wretched man that I am.  Even prophets feel that way from time to time. 

Remember, if Christ will forgive you, who are you to say otherwise?",False
@Kinggod23 I'm getting the impression that you're learning about these events as I talk to you and implore you who actually look into the issue with the benefit of the doubt instead of postulating and changing your points based off of information I provide that can easily be wrong.,False
@Rainbowtron360 Oh absolutely. No one should be telling you who you are.,False
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year akumalinoone 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/ONFJzzOmhG https://t.co/WazSDbBcjO",False
@RCFOX4KC Oh. Then by all means throw water on people below who have bought a ticket? Unlike you who was GIVEN a suite?,False
"When @SenatorCollins shows you who she is, it isnt pretty but believe her https://t.co/vd8hJ5Er6O",False
"@berndj @OpportunityZoo @RefilWest @Our_DA @CityofCT Well congrats to you, who cares I certaintly dont care what you believe. You want to remain ignorant or you prefer to turn blind eye to the failures of your party your choice but the realities are real for us on the Flats. https://t.co/hVCw6zZ6LQ",False
@davechensky I’m assuming it’s not you who featured in the new #WHATIF …?? Just another Dave Chen,False
@suya3_alex @Kay_mannequin You who?,False
"Getting your #COVID19 vaccine isn’t just about keeping you healthy; it’s also about protecting everyone around you who could become very sick from COVID-19. ⁠
⁠
Get your vaccine: https://t.co/Jl3mSU5hBv  https://t.co/Mn5DR4FYwL",False
"@clapifyoulikeme Advocate I think. The really scary thing was that this was a printout that said the bar in bar association stood for British accreditation registry, and if you  wanted to protect your rights you had to have someone represent you who was not admitted to the bar",False
@ksorbs the enemy of the people are false Christians like you who spread nothing but hate and falsehoods I thought god and Jesus taught about love and compassion looks like you and yours skipped those verses https://t.co/w2vGnJNq2F,False
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year kylebcmp 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/HFvqDqoSQn https://t.co/EJh9E2mKOV",False
Cause it’s you who I want,False
"@PaulMartino79 @MikeKBerg Guns won't kill out of their own. It's you who's the killer.

It's a tool, so is a hammer and a hammer can kill you to.

Never seen a gun getting up and kill someone.

Always a human.",False
@ksorbs No. People like you who would rather promote easily disproven nonsense that confirms and uphold your biases and prejudices are the enemy of the people.,False
"United fans for you who else do we blame 😇.. 

They have to pour their frustration on Martial https://t.co/1XA9O0wpGI",False
"Be with someone who won’t stay mad at you, who can’t stand not talking to you, and who’s afraid of losing you.",False
@Robkanecomedian It is people like you who restore my faith in humanity. x,False
"Pause you who read this, and think for a moment of the long chain of iron or gold, of thorns or flowers, that never would have bound you, but for the formation of the first link on one memorable day.

Great Expectations - Charles Dickens 1861",False
"✨ Stolen Kiss

jogasuapotranca would kiss you around the corner... 😏
And you, who would do it?

➡️ https://t.co/wfNCKQHOZI https://t.co/NC6PonOjid",False
"@HughMunro15 @johnsharr69 @PaulEmbery It seems like that to you who lived in an anecdotal experience, and I can forgive you for that, but it is historical economic reality that will be remembered.",False
"she be showin you who she is, you in denial, still guessing",False
@HapChap76 Says you who has Cloud!! 👑,False
"@Wessex_Gent @loicl @Andy_J_Crawford @kitty_donaldson @ElizLanders As i said it’s diesel-electric… the electric part is almost silent, unlike doughballs like you who embarrass themselves",False
"@justinjm1 So instead of the inevitable comparison, I'll just say this:

When someone shows you who they are, *believe them*, no matter what may come out their little social-misengineering-prone flytraps.

And I do believe they showed us who they are in 2004:

https://t.co/ArCQodaO39

2/2",False
"Privacy will help you stay focused and advance in life. 

There are people around you who don’t want you to succeed. 

Keep some secrets from you. It will save you from troubles.",False
"@luvyouneighbor @julieakincaid @johnpavlovitz ""Please stop playing games with such important topics.""

Nice sin.  And I didn't just 'just' anyone.  But in this age, it is conservatives who are actively endangering most of society, not just over Covid.

So it is you who should stop playing games.",False
@Just_ThembiD Lol the worst. Especially for you who doesn’t eat 👀,False
@laurenboebert Not all people are miserable mean girls like you who never grew up!,False
@Nona78904622 @GovKathyHochul @HealthNYGov Clearly u r brainwashed by right wingers. U think COVID is a joke.Let’s see how things turn out for irresponsible selfish people like you who don’t get vaxxed. I guess the people who didn’t get vaxxed&amp;begged for it as they were put on ventilators realized to late it is not a joke,False
"@UltimateAnimatr ""Eh. Whatevs. If people wanna vote for a murderer that's fine! Just shows you who has morals~!"" https://t.co/wDyvBGasvE",False
"“Yeah . . I was definitely quite over dramatic

‘Hmph. So it's Fiona Jarnefeldt. What right have you to speak? You who brought down Anatolia!’

We really weren’t that different. They only gave me the chance to shed the name Otsdarva, that I can thank them for.” https://t.co/pN2NpFnwrr",False
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year javrawr 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/U7raPwfn3C https://t.co/1bOKoN4k10",False
being on the (almost) same time zone as bts is mad stressful bless you who did this before,False
"@MollyJongFast Dear Maine Democrats,
You should have pushed for an election audit in 2020.
When someone tells you who they are, believe them.",False
@Lclimateguy Also latest foliage report shows leaves 2 weeks behind..unlike you who knows nothing about leaves....low color change happens about 30 to 35 days before peak hits...aka this week should of started low color change yet we are as green as mid July. Leaves to be 2 weeks late.,False
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year Kurigamesalot 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/C5TDxvZZr2 https://t.co/ESE7oCdEYh",False
"Convince yourself that you have the power to be all what you wish to be. It is YOU who could generate in you a huge power of motivation to push you forward and ignite you to think and to do.
—Unknown",False
"The feelings that we shared
As they piled up one by one, we were happy
You, who isn't with me anymore",False
"@vitamin_sie Chin up, I'm sure there's someone for you who'll come along.
Meanwhile, I've nothing better to do so I can donate some time if/whenever you want it.",False
@AngelAlexia5 @Tee_Unusual @Baron_Bintu I get suprised by some of you ...I swear 🤣...it's the way you defend and create an  agenda on top of words that came out loud and clear from someone's mouth as if you are deaf.. Omo you people should stop this nonsense cos it's you who is looking stupid and not your fave.. ✌️,False
"@MollyJongFast ""When someone shows you who they are, believe them the first time.""",False
"@NiiLomotey2 Why won't he be the best midfielder in a team with Matuidi and Bentacur in their midfield 🤣🤣.
He came to Barca and even you who love him so much wants him to be a sub. Ahhba🤦‍♂️🤣🤣",False
"✨ Stolen Kiss

nhxcurly would kiss you around the corner... 😏
And you, who would do it?

➡️ https://t.co/oZVnKXiGH6 https://t.co/5WA6pO9S7z",False
"@Vengabus @THINKER_INDIAN_ @JigarSh1974 @raajoos68 @mnpdpk @ShivAroor That's rich coming from you who is joining a argument that was nothing but""STFU"" from one side.
Learn to criticise yourself and your ideas before you come to play with me.",False
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year louidarling 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/7xJxoO5y0v https://t.co/PHYkpNR8lp",False
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year junecomoelmes 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/iev1G0cQPi https://t.co/eQvxkdiHYy",False
"@rosegawd @Bey_Legion @Creat1ve Julius Jones was just given a execution date of Nov 18th despite the Pardon &amp; Parole Board recommending his sentence be commuted. If this tweet has reached you who live in the US, help save Julius's life by contacting Governor Stitt at: https://t.co/PlLQtTEEAk 
#JusticeForJulius",False
@AnastasiaFennec @ModernMemefare @ChessyBinks @ohmobius it's you who's supporting abuse and gave actual evidence of who's actually been abusive in the past and it wasn't depp.. no go live in your little fantasy.. off you go,False
You know you’ve reached that age when your brother asks you who you ship in the owl house,False
@KenneyNL I think it’s actually you who supports all of us.,False
I just told you who tf I thought I was: A GOD! https://t.co/jE3b7sw2kD,False
"“Heaven knows I try sir. A toad, Madam? Perhaps it is you who are the toad.” —Finishing the Hat",False
"@SenTedCruz Cut the crap. Because of politicians like you, who keep fueling this “my freedom, my rights” BS, it’s the reason why we can’t get our lives back. Everyone as a community is affected, not just the individual. Please stop. https://t.co/0qk4exmMsq",False
@MattWalshBlog Better yet just enjoy the freedom given to you and the protection so you can enjoy your vegan meals and watch your cnn and msnbc what is so pathetic is someone like you who doesn’t put America first come to this country LEGAL!,False
"For those you who live by checklists, have you tried erasing things on the list instead of checking them off? I swear it's more satisfying to erase the task and see blank space on my list over time versus crossing things off/checking things off.",False
"(Compared to you, who once said you were “so sorry” for me… I must’ve looked a shameful idiot, like Don Quixote picking fights with windmills.)",False
@alanshaw66 @PeterAr98015846 @___Q__ @MarkHowsham @1885_est The problem is people like you who only see one side of the story and assumed it was correct.,False
"@MichaelF141 Dc is fine the problem is people like you who think they are fans of Dc but are fans of a director, look at a fucking Pace Maker comic and you will see that he is like that even in the comics, Oh wait he does not have the Snayder brand then no bill",False
"@MollyJongFast When someone tells you who they are, believe them!  She told us who she was when she voted for Kavanaugh and against impeachment.",False
"@Geruish @doobydoobydofu @CasperBryson @EdwynOdeny @BBCPolitics @iainjwatson @simonmaginn @Desuetudine @HavetStorm @JewSoc @Lisatrainer10 @ItCorbyn @childofeternity @k1482 @LadyBrainSueMcC Evil? No. It's you who are ludicrous and dishonest. You are refusing to face facts in order to try to score cheap political points, and it's pathetic.",False
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year iillvuNini 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/lH6gAmoJZ8 https://t.co/inmnBPoiG2",False
So now Michaela can’t believe that Jared is an exer. Girl believe IT! He has shown you who he is! Remember Lourdes?🙂🙄,False
To you who never love me หลอกใช้นางเอก คำพูดทำร้ายจิตใจ,False
"New tattoo - NEVER FORGET YOUR STRUGGLES 
Your struggles make you who you are !! https://t.co/9yJrCuMb3B",False
"I think it looks absolutely nuts to go up in life and then run backwards to “flex” on ppl who you think are against you. 

Who did you do this for?",False
idk even wishing death on someone is different than actively encouraging suicide. it's just a horrible rotten look and hurts the people around you who struggle with suicidal ideation and even attempts. if you care about that at all you need to lay the fuck off,False
"ㅤ  ❝ You’re walking around like you do. Assuming that I’m always following you — when I think it’s you who wants to be near me.

Whatever I do is none of your business. If you’re gonna be in my territory, at least show respect, brat. ❞

Sounds like there’s gonna be a fight! https://t.co/A20bczjvAr",False
@OddsOnFPL It is more about ‘care’ now. If a certain Edi Cavani &amp; now Ronaldo cannot motivate you who you know are ahead of you then 😏,False
